d_codigo|d_asenta|d_tipo_asenta|D_mnpio|d_estado|d_ciudad|d_CP|c_estado|c_oficina|c_CP|c_tipo_asenta|c_mnpio|id_asenta_cpcons|d_zona|c_cve_ciudad
03610|Américas Unidas|Colonia|Benito Juárez|Ciudad de México|Ciudad de México|03501|09|03501||09|014|0535|Urbano|03
03620|Periodista|Colonia|Benito Juárez|Ciudad de México|Ciudad de México|03501|09|03501||09|014|0536|Urbano|03
03630|Independencia|Colonia|Benito Juárez|Ciudad de México|Ciudad de México|03501|09|03501||09|014|0537|Urbano|03
03640|Del Lago|Colonia|Benito Juárez|Ciudad de México|Ciudad de México|03501|09|03501||09|014|0538|Urbano|03
03650|Letrán Valle|Colonia|Benito Juárez|Ciudad de México|Ciudad de México|03501|09|03501||09|014|0539|Urbano|03
03660|San Simón Ticumac|Colonia|Benito Juárez|Ciudad de México|Ciudad de México|03501|09|03501||09|014|0540|Urbano|03
03700|Santa María Nonoalco|Colonia|Benito Juárez|Ciudad de México|Ciudad de México|03901|09|03901||09|014|0541|Urbano|03
03710|Ciudad de los Deportes|Colonia|Benito Juárez|Ciudad de México|Ciudad de México|03901|09|03901||09|014|0542|Urbano|03
03720|Nochebuena|Colonia|Benito Juárez|Ciudad de México|Ciudad de México|03901|09|03901||09|014|0543|Urbano|03
03730|San Juan|Colonia|Benito Juárez|Ciudad de México|Ciudad de México|03901|09|03901||09|014|0544|Urbano|03
03740|Extremadura Insurgentes|Colonia|Benito Juárez|Ciudad de México|Ciudad de México|03901|09|03901||09|014|0545|Urbano|03
03800|San Pedro de los Pinos|Colonia|Benito Juárez|Ciudad de México|Ciudad de México|03901|09|03901||09|014|0546|Urbano|03
03810|Nápoles|Colonia|Benito Juárez|Ciudad de México|Ciudad de México|03901|09|03901||09|014|0548|Urbano|03
03820|8 de Agosto|Colonia|Benito Juárez|Ciudad de México|Ciudad de México|03901|09|03901||09|014|0552|Urbano|03
03840|Ampliación Nápoles|Colonia|Benito Juárez|Ciudad de México|Ciudad de México|03901|09|03901||09|014|0554|Urbano|03
03900|San José Insurgentes|Colonia|Benito Juárez|Ciudad de México|Ciudad de México|03901|09|03901||09|014|0556|Urbano|03
03910|Mixcoac|Colonia|Benito Juárez|Ciudad de México|Ciudad de México|03901|09|03901||09|014|0558|Urbano|03
03920|Insurgentes Mixcoac|Colonia|Benito Juárez|Ciudad de México|Ciudad de México|03901|09|03901||09|014|0559|Urbano|03
03930|Merced Gómez|Colonia|Benito Juárez|Ciudad de México|Ciudad de México|03901|09|03901||09|014|0561|Urbano|03
03940|Crédito Constructor|Colonia|Benito Juárez|Ciudad de México|Ciudad de México|03901|09|03901||09|014|0562|Urbano|03
04000|Villa Coyoacán|Colonia|Coyoacán|Ciudad de México|Ciudad de México|03501|09|03501||09|003|0563|Urbano|04
04010|Santa Catarina|Barrio|Coyoacán|Ciudad de México|Ciudad de México|03501|09|03501||02|003|0566|Urbano|04
04020|La Concepción|Barrio|Coyoacán|Ciudad de México|Ciudad de México|03501|09|03501||02|003|0567|Urbano|04
04030|San Lucas|Barrio|Coyoacán|Ciudad de México|Ciudad de México|03501|09|03501||02|003|0569|Urbano|04
04040|Parque San Andrés|Colonia|Coyoacán|Ciudad de México|Ciudad de México|03501|09|03501||09|003|0570|Urbano|04
04100|Del Carmen|Colonia|Coyoacán|Ciudad de México|Ciudad de México|03501|09|03501||09|003|0571|Urbano|04
04120|San Diego Churubusco|Colonia|Coyoacán|Ciudad de México|Ciudad de México|03501|09|03501||09|003|0577|Urbano|04
04120|San Mateo|Colonia|Coyoacán|Ciudad de México|Ciudad de México|03501|09|03501||09|003|0578|Urbano|04
04200|Campestre Churubusco|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0580|Urbano|04
04210|Churubusco Country Club|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0582|Urbano|04
04230|Prado Churubusco|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0584|Urbano|04
04240|Hermosillo|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0586|Urbano|04
04250|Paseos de Taxqueña|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0587|Urbano|04
04260|San Francisco Culhuacán Barrio de San Francisco|Barrio|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||02|003|0590|Urbano|04
04260|San Francisco Culhuacán Barrio de La Magdalena|Barrio|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||02|003|2807|Urbano|04
04260|San Francisco Culhuacán Barrio de Santa Ana|Barrio|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||02|003|2808|Urbano|04
04260|San Francisco Culhuacán Barrio de San Juan|Barrio|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||02|003|2831|Urbano|04
04300|Ajusco|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0596|Urbano|04
04310|Romero de Terreros|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0601|Urbano|04
04318|Oxtopulco Universidad|Barrio|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||02|003|0603|Urbano|04
04320|Cuadrante de San Francisco|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0606|Urbano|04
04320|Pedregal de San Francisco|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0608|Urbano|04
04330|El Rosedal|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04331|09|04331||09|003|0612|Urbano|04
04330|Los Reyes|Pueblo|Coyoacán|Ciudad de México|Ciudad de México|04331|09|04331||28|003|0613|Urbano|04
04330|Del Niño Jesús|Barrio|Coyoacán|Ciudad de México|Ciudad de México|04331|09|04331||02|003|0614|Urbano|04
04340|Copilco El Bajo|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0622|Urbano|04
04360|Copilco El Alto|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0632|Urbano|04
04360|Copilco Universidad|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0633|Urbano|04
04369|Pedregal de Santo Domingo|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0636|Urbano|04
04370|Atlántida|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0637|Urbano|04
04370|Ciudad Jardín|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0638|Urbano|04
04380|El Rosario|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0640|Urbano|04
04380|La Candelaria|Pueblo|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||28|003|0641|Urbano|04
04390|Huayamilpas|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0643|Urbano|04
04390|Nueva Díaz Ordaz|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0644|Urbano|04
04400|Educación|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0645|Urbano|04
04410|Petrolera Taxqueña|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0646|Urbano|04
04420|Ex-Ejido de San Francisco Culhuacán|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0649|Urbano|04
04440|Culhuacán CTM Sección V|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0651|Urbano|04
04440|Culhuacán CTM Sección II|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|2810|Urbano|04
04440|Culhuacán CTM Sección I|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|2811|Urbano|04
04450|El Centinela|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0652|Urbano|04
04460|Avante|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0653|Urbano|04
04470|Presidentes Ejidales 1a Sección|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0655|Urbano|04
04470|Presidentes Ejidales 2a Sección|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|2805|Urbano|04
04480|Culhuacán CTM Sección VI|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0657|Urbano|04
04480|Culhuacán CTM Sección III|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|2809|Urbano|04
04480|Culhuacán CTM CROC|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|2812|Urbano|04
04480|Culhuacán CTM Sección X-A|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|2815|Urbano|04
04489|Culhuacán CTM Sección VII|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0658|Urbano|04
04490|Culhuacán CTM Sección Piloto|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0659|Urbano|04
04490|Culhuacán CTM Canal Nacional|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|2813|Urbano|04
04500|Jardines del Pedregal de San Ángel|Colonia|Coyoacán|Ciudad de México|Ciudad de México|14391|09|14391||09|003|0660|Urbano|04
04800|Los Cedros|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0692|Urbano|04
04810|Prados de Coyoacán|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0695|Urbano|04
04815|Emiliano Zapata|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0696|Urbano|04
04830|Los Cipreses|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0697|Urbano|04
04840|Ex-Ejido de San Pablo Tepetlapa|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|2806|Urbano|04
04870|Espartaco|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0706|Urbano|04
04890|Jardines de Coyoacán|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0708|Urbano|04
04890|Los Olivos|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0709|Urbano|04
04899|El Parque de Coyoacán|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0711|Urbano|04
04909|Culhuacán CTM Sección VIII|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0714|Urbano|04
04909|Culhuacán CTM Sección IX-A|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0715|Urbano|04
04909|Culhuacán CTM Sección IX-B|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|2814|Urbano|04
04910|Carmen Serdán|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0716|Urbano|04
04918|Cafetales|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0717|Urbano|04
04919|Emiliano Zapata Fraccionamiento Popular|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0718|Urbano|04
04920|Los Girasoles|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0719|Urbano|04
04929|Las Campanas|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0723|Urbano|04
04930|Santa Cecilia|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0724|Urbano|04
04938|Campestre Coyoacán|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0725|Urbano|04
04939|Culhuacán CTM Sección X|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0726|Urbano|04
04940|Los Sauces|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0727|Urbano|04
04950|El Mirador|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0728|Urbano|04
04960|Villa Quietud|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0729|Urbano|04
04970|Haciendas de Coyoacán|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0730|Urbano|04
04980|Ex-Ejido de Santa Úrsula Coapa|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0674|Urbano|04
04980|Ex-Hacienda Coapa|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|0731|Urbano|04
04980|Viejo Ejido de Santa Úrsula Coapa|Colonia|Coyoacán|Ciudad de México|Ciudad de México|04831|09|04831||09|003|2792|Urbano|04
05000|Cuajimalpa|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0732|Urbano|05
05010|Zentlapatl|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0735|Urbano|05
05020|Loma del Padre|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0736|Urbano|05
05030|San Pedro|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0737|Urbano|05
05030|La Manzanita|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|2867|Urbano|05
05050|San Pablo Chimalpa|Pueblo|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||28|004|0740|Urbano|05
05100|Lomas de Vista Hermosa|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0746|Urbano|05
05110|Cooperativa Palo Alto|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0748|Urbano|05
05118|Granjas Palo Alto|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0751|Urbano|05
05119|Campestre Palo Alto|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0752|Urbano|05
05120|Bosques de las Lomas|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0753|Urbano|05
05129|Lomas del Chamizal|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0758|Urbano|05
05200|San José de los Cedros|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0766|Urbano|05
05219|Granjas Navidad|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0768|Urbano|05
05220|Tepetongo|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0769|Urbano|05
05230|El Ébano|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0770|Urbano|05
05240|El Molino|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0774|Urbano|05
05260|Jesús del Monte|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0777|Urbano|05
05269|Amado Nervo|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0780|Urbano|05
05270|Manzanastitla|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0782|Urbano|05
05280|Adolfo López Mateos|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0783|Urbano|05
05310|El Molinito|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0785|Urbano|05
05320|El Yaqui|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0786|Urbano|05
05330|Lomas de Memetla|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0787|Urbano|05
05330|Memetla|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0788|Urbano|05
05330|Ampliación Memetla|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0789|Urbano|05
05330|Ampliación el Yaqui|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|2869|Urbano|05
05348|Santa Fe Cuajimalpa|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0792|Urbano|05
05360|Locaxco|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0794|Urbano|05
05370|Las Tinajas|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0797|Urbano|05
05379|Lomas de San Pedro|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0799|Urbano|05
05400|El Tianguillo|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0800|Urbano|05
05410|San Lorenzo Acopilco|Pueblo|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||28|004|0801|Urbano|05
05410|1° de Mayo|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|2866|Urbano|05
05500|Contadero|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0803|Urbano|05
05520|La Venta|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0808|Urbano|05
05530|Abdías García Soto|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0809|Urbano|05
05600|San Mateo Tlaltenango|Pueblo|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||28|004|0810|Urbano|05
05610|Santa Rosa Xochiac|Pueblo|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||28|004|2868|Urbano|05
05700|Cruz Blanca|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0819|Urbano|05
05710|Las Maromas|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0820|Urbano|05
05730|Xalpa|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0825|Urbano|05
05750|La Pila|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0827|Urbano|05
05760|Las Lajas|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0829|Urbano|05
05780|Agua Bendita|Colonia|Cuajimalpa de Morelos|Ciudad de México|Ciudad de México|05501|09|05501||09|004|0833|Urbano|05
06000|Centro (Área 1)|Colonia|Cuauhtémoc|Ciudad de México|Ciudad de México|06002|09|06002||09|015|0838|Urbano|06
06010|Centro (Área 2)|Colonia|Cuauhtémoc|Ciudad de México|Ciudad de México|06002|09|06002||09|015|0847|Urbano|06
06020|Centro (Área 3)|Colonia|Cuauhtémoc|Ciudad de México|Ciudad de México|06002|09|06002||09|015|0850|Urbano|06
06030|Tabacalera|Colonia|Cuauhtémoc|Ciudad de México|Ciudad de México|06002|09|06002||09|015|0853|Urbano|06
06040|Centro (Área 4)|Colonia|Cuauhtémoc|Ciudad de México|Ciudad de México|06002|09|06002||09|015|0860|Urbano|06
06050|Centro (Área 5)|Colonia|Cuauhtémoc|Ciudad de México|Ciudad de México|06002|09|06002||09|015|0863|Urbano|06
06060|Centro (Área 6)|Colonia|Cuauhtémoc|Ciudad de México|Ciudad de México|06002|09|06002||09|015|0867|Urbano|06
06070|Centro (Área 7)|Colonia|Cuauhtémoc|Ciudad de México|Ciudad de México|06002|09|06002||09|015|0873|Urbano|06
06080|Centro (Área 8)|Colonia|Cuauhtémoc|Ciudad de México|Ciudad de México|06002|09|06002||09|015|0875|Urbano|06
06090|Centro (Área 9)|Colonia|Cuauhtémoc|Ciudad de México|Ciudad de México|06002|09|06002||09|015|0879|Urbano|06
06100|Hipódromo|Colonia|Cuauhtémoc|Ciudad de México|Ciudad de México|06401|09|06401||09|015|0882|Urbano|06
06140|Condesa|Colonia|Cuauhtémoc|Ciudad de México|Ciudad de México|06401|09|06401||09|015|0884|Urbano|06
06170|Hipódromo Condesa|Colonia|Cuauhtémoc|Ciudad de México|Ciudad de México|06401|09|06401||09|015|0886|Urbano|06
07010|Santa Isabel Tola|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07001|09|07001||09|005|0995|Urbano|07
07010|Tepetates|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07001|09|07001||09|005|0996|Urbano|07
07020|Tepeyac Insurgentes|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07001|09|07001||09|005|0997|Urbano|07
07040|Santiago Atzacoalco|Pueblo|Gustavo A. Madero|Ciudad de México|Ciudad de México|07001|09|07001||28|005|0998|Urbano|07
07050|Villa Gustavo A. Madero|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07001|09|07001||09|005|1001|Urbano|07
07058|15 de Agosto|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07001|09|07001||09|005|1003|Urbano|07
07060|Estanzuela|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07001|09|07001||09|005|1005|Urbano|07
07069|Triunfo de La República|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07001|09|07001||09|005|1006|Urbano|07
07070|La Cruz|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07001|09|07001||09|005|1007|Urbano|07
07070|Dinamita|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07001|09|07001||09|005|1008|Urbano|07
07070|Martín Carrera|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07001|09|07001||09|005|1010|Urbano|07
07080|Gabriel Hernández|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07001|09|07001||09|005|1011|Urbano|07
07089|Ampliación Gabriel Hernández|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07001|09|07001||09|005|1012|Urbano|07
07090|C.T.M. Atzacoalco|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07001|09|07001||09|005|1013|Urbano|07
07090|C.T.M. El Risco|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07001|09|07001||09|005|1014|Urbano|07
07100|Cuautepec Barrio Alto|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1016|Urbano|07
07100|San Miguel|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1017|Urbano|07
07109|San Antonio|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1019|Urbano|07
07110|Lomas de Cuautepec|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1021|Urbano|07
07119|Malacates|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1022|Urbano|07
07119|Ampliación Malacates|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1227|Urbano|07
07130|Compositores Mexicanos|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1023|Urbano|07
07130|El Tepetatal|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1024|Urbano|07
07140|Arboledas|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1026|Urbano|07
07140|Ampliación Arboledas|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1027|Urbano|07
07140|Forestal|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1028|Urbano|07
07140|Forestal I|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1029|Urbano|07
07144|Forestal II|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|2885|Urbano|07
07144|La Lengüeta|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|2887|Urbano|07
07149|Parque Metropolitano|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1031|Urbano|07
07150|Juventino Rosas|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1032|Urbano|07
07150|La Casilda|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1033|Urbano|07
07160|Loma La Palma|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1034|Urbano|07
07164|Luis Donaldo Colosio|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|2548|Urbano|07
07164|Tlacaélel|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|2549|Urbano|07
07164|Graciano Sánchez|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|2717|Urbano|07
07164|Prados de Cuautepec|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|2718|Urbano|07
07170|Palmatitla|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1035|Urbano|07
07180|Cocoyotes|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1036|Urbano|07
07180|General Felipe Berriozabal|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1037|Urbano|07
07180|Ampliación Cocoyotes|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|2687|Urbano|07
07183|6 de Junio|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|2688|Urbano|07
07187|Vista Hermosa|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1038|Urbano|07
07188|Tlalpexco|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1039|Urbano|07
07189|Ahuehuetes|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1040|Urbano|07
07190|Valle de Madero|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1041|Urbano|07
07199|Del Carmen|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1042|Urbano|07
07200|Cuautepec de Madero|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1043|Urbano|07
07207|Del Bosque|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1046|Urbano|07
07209|Guadalupe Victoria Cuautepec|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1048|Urbano|07
07210|Chalma de Guadalupe|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|1049|Urbano|07
07214|Ampliación Chalma de Guadalupe|Colonia|Gustavo A. Madero|Ciudad de México|Ciudad de México|07201|09|07201||09|005|2884|Urbano|07
